PosX,PosY,PosZ,Q1,Q2,Q3,Q4,
18.35, 1.71, 26.33,-0.19323, 0.41885, -0.15431, -0.87374,
18.26, 1.72, 26.41,-0.14753, 0.61566, -0.18614, -0.75136,
18.14, 1.72, 26.54,-0.10490, 0.71861, -0.17334, -0.66524,
17.96, 1.74, 26.62,-0.09450, 0.75003, -0.17207, -0.63160,
17.67, 1.71, 26.59,-0.08329, 0.74461, -0.18366, -0.63631,
17.41, 1.74, 26.58,-0.10399, 0.74621, -0.15658, -0.63862,
17.14, 1.72, 26.63,-0.09457, 0.77743, -0.14241, -0.60530,
16.90, 1.76, 26.64,-0.07255, 0.85205, -0.14090, -0.49889,
16.67, 1.76, 26.57,-0.00870, 0.89390, -0.09131, -0.43879,
16.45, 1.77, 26.44,0.01179, 0.91360, -0.09107, -0.39610,
16.25, 1.76, 26.31,-0.00347, 0.95141, -0.07996, -0.29734,
16.03, 1.77, 26.17,-0.03014, 0.94939, -0.10605, -0.29413,
15.88, 1.75, 25.95,-0.00835, 0.95391, -0.12467, -0.27284,
15.76, 1.76, 25.71,0.00553, 0.96224, -0.14859, -0.22801,
15.61, 1.74, 25.51,0.00952, 0.98485, -0.15424, -0.07864,
15.48, 1.77, 25.33,0.06605, 0.97547, -0.12459, 0.16904,
15.45, 1.76, 25.14,0.07561, 0.93478, -0.12423, 0.32410,
15.53, 1.76, 24.86,0.08147, 0.93376, -0.10722, 0.33160,
15.60, 1.76, 24.62,0.06673, 0.92675, -0.12277, 0.34872,
15.68, 1.76, 24.35,0.07609, 0.91843, -0.13127, 0.36533,
15.85, 1.76, 24.15,0.09104, 0.91022, -0.12505, 0.38416,
16.09, 1.76, 23.96,0.10307, 0.94062, -0.11802, 0.30115,
16.26, 1.76, 23.77,0.06542, 0.96390, -0.14611, 0.21275,
16.39, 1.74, 23.52,0.03741, 0.97869, -0.15189, 0.13305,
16.47, 1.77, 23.36,0.01386, 0.98479, -0.15947, 0.06754,
16.54, 1.76, 23.27,-0.00098, 0.98540, -0.16424, -0.04482,
16.60, 1.76, 23.20,0.01440, 0.98309, -0.17286, -0.05872,
16.65, 1.76, 23.14,0.04262, 0.98221, -0.17599, -0.04965,
16.64, 1.74, 23.01,0.02181, 0.98432, -0.17415, -0.01785,
16.54, 1.73, 22.76,-0.01045, 0.98288, -0.18277, -0.02084,
16.55, 1.71, 22.34,0.01151, 0.97390, -0.21415, -0.07435,
16.56, 1.75, 22.21,0.00110, 0.97671, -0.18222, -0.11331,
16.60, 1.75, 22.07,-0.00060, 0.98469, -0.16042, -0.06822,
16.58, 1.75, 21.93,-0.02499, 0.96998, -0.18971, -0.15010,
16.45, 1.74, 21.78,-0.05116, 0.91569, -0.17610, -0.35760,
16.35, 1.75, 21.68,-0.09954, 0.84799, -0.15823, -0.49595,
16.22, 1.75, 21.55,-0.10764, 0.70335, -0.14233, -0.68808,
16.12, 1.75, 21.51,-0.14426, 0.50961, -0.13578, -0.83729,
16.00, 1.72, 21.59,-0.16458, 0.30137, -0.12615, -0.93069,
15.88, 1.74, 21.72,-0.17513, 0.24743, -0.06102, -0.95099,
15.74, 1.74, 21.85,-0.16307, 0.18722, -0.05530, -0.96711,
15.59, 1.76, 21.99,-0.16045, 0.13882, -0.04285, -0.97629,
15.57, 1.74, 22.21,-0.17823, 0.04246, -0.00435, -0.98306,
15.60, 1.76, 22.47,-0.16116, 0.12360, 0.00070, -0.97916,
15.56, 1.76, 22.72,-0.15787, 0.25267, -0.02445, -0.95427,
15.44, 1.74, 22.99,-0.15729, 0.32785, -0.11102, -0.92490,
15.32, 1.76, 23.18,-0.10779, 0.55140, -0.11430, -0.81932,
15.22, 1.77, 23.32,-0.08073, 0.85576, -0.10646, -0.49983,
15.08, 1.78, 23.39,-0.04536, 0.91251, -0.09645, -0.39492,
14.88, 1.78, 23.30,0.02095, 0.87728, -0.09920, -0.46915,
14.69, 1.78, 23.20,-0.01792, 0.86889, -0.08727, -0.48693,
14.42, 1.76, 23.09,-0.03594, 0.85430, -0.08785, -0.51103,
14.20, 1.78, 22.91,-0.01162, 0.84249, -0.11318, -0.52655,
14.02, 1.74, 22.66,-0.10274, 0.79943, -0.18518, -0.56219,
13.89, 1.77, 22.53,-0.12237, 0.77284, -0.14151, -0.60640,
13.74, 1.76, 22.45,-0.10487, 0.78095, -0.09574, -0.60824,
13.60, 1.77, 22.40,-0.13497, 0.80625, -0.09215, -0.56856,
13.55, 1.78, 22.26,-0.06194, 0.81243, -0.14989, -0.56005,
13.53, 1.77, 22.09,-0.05640, 0.77383, -0.18660, -0.60264,
13.52, 1.76, 22.00,-0.06483, 0.71113, -0.20155, -0.67043,
13.54, 1.77, 22.02,-0.11935, 0.70607, -0.13254, -0.68531,
13.53, 1.78, 22.09,-0.11930, 0.66850, -0.09418, -0.72802,
13.49, 1.78, 22.10,-0.09754, 0.65345, -0.10419, -0.74340,
13.47, 1.76, 22.08,-0.13265, 0.69025, -0.15832, -0.69346,
13.46, 1.77, 22.09,-0.12155, 0.70870, -0.13542, -0.68164,
13.45, 1.76, 22.09,-0.13542, 0.69131, -0.15199, -0.69329,
13.44, 1.76, 22.09,-0.15261, 0.69781, -0.15989, -0.68133,
13.44, 1.76, 22.08,-0.15175, 0.69839, -0.17019, -0.67842,
13.45, 1.77, 22.08,-0.12244, 0.70603, -0.14366, -0.68256,
13.46, 1.77, 22.09,-0.10010, 0.69713, -0.12939, -0.69804,
13.46, 1.77, 22.09,-0.10705, 0.68431, -0.13107, -0.70928,
13.47, 1.77, 22.09,-0.10043, 0.67258, -0.13270, -0.72107,
13.48, 1.77, 22.08,-0.11639, 0.69071, -0.15775, -0.69605,
13.49, 1.76, 22.07,-0.13414, 0.70766, -0.17618, -0.67096,
13.49, 1.76, 22.07,-0.13269, 0.70578, -0.16387, -0.67632,
13.49, 1.77, 22.08,-0.11836, 0.70178, -0.14236, -0.68792,
13.48, 1.77, 22.08,-0.11606, 0.69658, -0.14116, -0.69382,
13.47, 1.77, 22.08,-0.11430, 0.69657, -0.14187, -0.69397,
13.47, 1.77, 22.08,-0.11801, 0.69275, -0.14447, -0.69664,
13.46, 1.77, 22.08,-0.12312, 0.68933, -0.14633, -0.69875,
13.47, 1.77, 22.08,-0.12815, 0.68631, -0.14969, -0.70011,
13.47, 1.77, 22.08,-0.12562, 0.68845, -0.15140, -0.69809,
13.47, 1.77, 22.08,-0.12004, 0.69253, -0.14958, -0.69543,
13.47, 1.77, 22.08,-0.12083, 0.69164, -0.15114, -0.69584,
13.48, 1.77, 22.08,-0.11025, 0.68988, -0.14017, -0.70161,
13.48, 1.77, 22.08,-0.11611, 0.68782, -0.13906, -0.70291,
13.47, 1.77, 22.09,-0.12348, 0.68144, -0.13261, -0.70909,
13.47, 1.77, 22.10,-0.13850, 0.67504, -0.12242, -0.71425,
13.46, 1.75, 22.07,-0.14270, 0.74484, -0.15579, -0.63292,
13.50, 1.74, 22.19,-0.09858, 0.84427, -0.17153, -0.49807,
13.49, 1.76, 22.33,-0.08711, 0.86386, -0.16108, -0.46926,
13.50, 1.75, 22.38,-0.12227, 0.87189, -0.17482, -0.44080,
13.52, 1.75, 22.40,-0.15331, 0.82365, -0.16239, -0.52127,
13.58, 1.76, 22.31,-0.12491, 0.73800, -0.13577, -0.64909,
13.65, 1.78, 22.21,-0.09060, 0.68113, -0.11175, -0.71789,
13.68, 1.78, 22.19,-0.10309, 0.63697, -0.10920, -0.75612,
13.73, 1.77, 22.23,-0.09971, 0.71455, -0.13954, -0.67824,
13.79, 1.76, 22.33,-0.10242, 0.75724, -0.18368, -0.61836,
13.80, 1.76, 22.37,-0.10369, 0.74570, -0.19647, -0.62815,
13.79, 1.75, 22.36,-0.11896, 0.74794, -0.20493, -0.62003,
13.76, 1.76, 22.29,-0.10755, 0.73417, -0.16883, -0.64878,
13.73, 1.77, 22.18,-0.08085, 0.69411, -0.13133, -0.70316,
13.71, 1.78, 22.10,-0.06301, 0.68282, -0.12054, -0.71781,
13.70, 1.78, 22.09,-0.07212, 0.69185, -0.10952, -0.71003,
13.71, 1.79, 22.12,-0.06650, 0.67451, -0.10286, -0.72803,
13.70, 1.78, 22.15,-0.07980, 0.67148, -0.10794, -0.72876,
13.70, 1.78, 22.17,-0.09197, 0.68838, -0.11468, -0.71030,
13.70, 1.78, 22.19,-0.10644, 0.68577, -0.11646, -0.71051,
13.68, 1.78, 22.19,-0.11452, 0.69344, -0.13949, -0.69755,
13.67, 1.78, 22.19,-0.10093, 0.70057, -0.13855, -0.69269,
13.66, 1.78, 22.18,-0.09809, 0.70182, -0.13129, -0.69325,
13.65, 1.78, 22.18,-0.08469, 0.70308, -0.11918, -0.69592,
13.64, 1.78, 22.18,-0.08233, 0.70575, -0.13976, -0.68964,
13.64, 1.77, 22.18,-0.10401, 0.70044, -0.12015, -0.69579,
13.64, 1.78, 22.18,-0.09859, 0.70353, -0.12295, -0.69297,
13.64, 1.77, 22.18,-0.11736, 0.71435, -0.16377, -0.67016,
13.64, 1.78, 22.20,-0.09145, 0.70527, -0.10717, -0.69480,
13.63, 1.78, 22.21,-0.09773, 0.68995, -0.09111, -0.71141,
13.63, 1.78, 22.20,-0.11083, 0.70917, -0.11426, -0.68683,
13.62, 1.77, 22.20,-0.11146, 0.71197, -0.12303, -0.68230,
13.62, 1.78, 22.20,-0.10792, 0.70284, -0.11298, -0.69398,
13.62, 1.78, 22.20,-0.10344, 0.71058, -0.11661, -0.68613,
13.63, 1.78, 22.20,-0.09998, 0.71451, -0.11684, -0.68252,
13.63, 1.78, 22.20,-0.09953, 0.71598, -0.11664, -0.68107,
13.64, 1.78, 22.20,-0.09799, 0.71404, -0.11312, -0.68392,
13.64, 1.78, 22.20,-0.09362, 0.71136, -0.11264, -0.68740,
13.64, 1.78, 22.19,-0.09346, 0.71853, -0.12277, -0.67816,
13.64, 1.78, 22.20,-0.09955, 0.71223, -0.11876, -0.68463,
13.63, 1.78, 22.21,-0.08205, 0.71661, -0.10849, -0.68408,
13.63, 1.78, 22.21,-0.08734, 0.71444, -0.11153, -0.68520,
13.63, 1.78, 22.20,-0.08218, 0.71926, -0.10766, -0.68141,
13.63, 1.78, 22.20,-0.08475, 0.71810, -0.11556, -0.68102,
13.63, 1.78, 22.20,-0.08831, 0.71771, -0.11666, -0.68079,
13.63, 1.78, 22.20,-0.09126, 0.71636, -0.11784, -0.68163,
13.63, 1.78, 22.20,-0.09199, 0.71683, -0.11883, -0.68087,
13.62, 1.78, 22.20,-0.09511, 0.71532, -0.12303, -0.68128,
13.62, 1.77, 22.20,-0.09523, 0.71588, -0.12531, -0.68026,
13.62, 1.77, 22.20,-0.09858, 0.71420, -0.12688, -0.68125,
13.61, 1.77, 22.20,-0.10186, 0.71236, -0.13044, -0.68203,
13.61, 1.77, 22.20,-0.09781, 0.71373, -0.12635, -0.68195,
13.61, 1.78, 22.20,-0.09475, 0.71557, -0.11990, -0.68162,
13.61, 1.79, 22.20,-0.06493, 0.71608, -0.08656, -0.68958,
13.61, 1.77, 22.20,-0.10550, 0.70609, -0.12944, -0.68815,
13.61, 1.77, 22.20,-0.11117, 0.70665, -0.13573, -0.68547,
13.61, 1.77, 22.20,-0.10846, 0.70590, -0.13486, -0.68684,
13.62, 1.77, 22.20,-0.10580, 0.70728, -0.13350, -0.68610,
13.62, 1.77, 22.20,-0.10655, 0.70918, -0.13393, -0.68394,
13.62, 1.77, 22.20,-0.10558, 0.71215, -0.13437, -0.68091,
13.62, 1.77, 22.20,-0.09706, 0.72090, -0.13057, -0.67367,
13.62, 1.77, 22.21,-0.10268, 0.71702, -0.12541, -0.67794,
13.62, 1.77, 22.24,-0.11138, 0.65648, -0.10048, -0.73928,
13.61, 1.77, 22.29,-0.12282, 0.61836, -0.10230, -0.76947,
13.61, 1.76, 22.37,-0.14499, 0.58039, -0.11951, -0.79236,
13.57, 1.73, 22.42,-0.19346, 0.58539, -0.19733, -0.76220,
13.48, 1.73, 22.39,-0.19175, 0.65709, -0.21135, -0.69770,
13.38, 1.74, 22.30,-0.10035, 0.72880, -0.23175, -0.63646,
13.34, 1.74, 22.24,-0.03894, 0.78878, -0.25578, -0.55757,
13.32, 1.75, 22.29,-0.06050, 0.82745, -0.22110, -0.51261,
13.30, 1.75, 22.44,-0.14862, 0.79722, -0.19851, -0.55040,
13.38, 1.73, 22.51,-0.21333, 0.71236, -0.21031, -0.63467,
13.56, 1.73, 22.35,-0.14027, 0.70265, -0.18461, -0.67270,
13.68, 1.74, 22.22,-0.12008, 0.71154, -0.20062, -0.66260,
13.76, 1.75, 22.23,-0.13168, 0.71910, -0.21062, -0.64900,
13.78, 1.74, 22.29,-0.16339, 0.69903, -0.23582, -0.65502,
13.80, 1.74, 22.30,-0.14769, 0.71827, -0.21904, -0.64366,
13.81, 1.75, 22.30,-0.12483, 0.73026, -0.19862, -0.64162,
13.80, 1.76, 22.30,-0.11899, 0.73472, -0.18863, -0.64066,
13.78, 1.76, 22.30,-0.11088, 0.73447, -0.18070, -0.64468,
13.77, 1.76, 22.30,-0.12177, 0.73060, -0.17413, -0.64890,
13.76, 1.76, 22.30,-0.11974, 0.72212, -0.17205, -0.65924,
13.76, 1.76, 22.30,-0.11571, 0.71896, -0.16931, -0.66411,
13.76, 1.76, 22.30,-0.11533, 0.72260, -0.16818, -0.66050,
13.76, 1.76, 22.31,-0.12841, 0.68810, -0.16623, -0.69455,
13.77, 1.76, 22.33,-0.13889, 0.63512, -0.16272, -0.74220,
13.77, 1.76, 22.34,-0.14153, 0.62463, -0.15516, -0.75215,
13.76, 1.76, 22.34,-0.13983, 0.62875, -0.15489, -0.74909,
13.76, 1.76, 22.34,-0.12768, 0.65097, -0.15616, -0.73181,
13.76, 1.77, 22.32,-0.09161, 0.68644, -0.14357, -0.70696,
13.77, 1.79, 22.31,-0.04272, 0.71207, -0.09389, -0.69449,
13.78, 1.80, 22.30,-0.03781, 0.76333, -0.05646, -0.64242,
13.78, 1.79, 22.33,-0.06873, 0.71558, -0.05780, -0.69273,
13.77, 1.77, 22.32,-0.11142, 0.71779, -0.12310, -0.67617,
13.77, 1.76, 22.31,-0.12792, 0.73755, -0.14554, -0.64690,
13.77, 1.76, 22.31,-0.12797, 0.73898, -0.15334, -0.64344,
13.77, 1.77, 22.30,-0.09215, 0.75393, -0.13688, -0.63590,
13.77, 1.79, 22.31,-0.05670, 0.76172, -0.05996, -0.64263,
13.79, 1.81, 22.31,-0.02097, 0.76783, -0.01746, -0.64007,
13.79, 1.81, 22.32,-0.00830, 0.75792, -0.01276, -0.65217,
13.78, 1.81, 22.32,-0.00946, 0.74713, -0.02104, -0.66427,
13.78, 1.81, 22.34,0.00238, 0.65780, -0.01579, -0.75302,
13.79, 1.81, 22.35,0.01876, 0.59846, -0.02122, -0.80065,
13.78, 1.81, 22.34,0.02852, 0.64032, -0.02126, -0.76728,
13.77, 1.78, 22.31,-0.03771, 0.73596, -0.09820, -0.66881,
13.77, 1.78, 22.30,-0.04571, 0.77383, -0.09055, -0.62522,
13.77, 1.77, 22.30,-0.09499, 0.79023, -0.13712, -0.58968,
13.77, 1.77, 22.31,-0.09496, 0.77364, -0.13578, -0.61158,
13.76, 1.76, 22.32,-0.11224, 0.73266, -0.16134, -0.65160,
13.76, 1.75, 22.31,-0.11346, 0.73174, -0.18219, -0.64690,
13.76, 1.75, 22.29,-0.12457, 0.74557, -0.19978, -0.62345,
13.76, 1.75, 22.28,-0.13369, 0.72894, -0.19694, -0.64186,
13.76, 1.75, 22.29,-0.14043, 0.71253, -0.18950, -0.66081,
13.76, 1.75, 22.32,-0.14921, 0.64058, -0.17638, -0.73232,
13.76, 1.75, 22.33,-0.14075, 0.64861, -0.16933, -0.72857,
13.76, 1.75, 22.33,-0.14116, 0.66561, -0.17234, -0.71227,
13.75, 1.76, 22.32,-0.12339, 0.68044, -0.16421, -0.70343,
13.75, 1.76, 22.32,-0.11352, 0.68548, -0.16132, -0.70086,
13.75, 1.76, 22.32,-0.10663, 0.68833, -0.16009, -0.69944,
13.75, 1.76, 22.32,-0.09983, 0.69173, -0.15678, -0.69782,
13.75, 1.76, 22.32,-0.09512, 0.70123, -0.15763, -0.68875,
13.75, 1.77, 22.31,-0.09099, 0.70967, -0.15527, -0.68116,
13.75, 1.77, 22.31,-0.09156, 0.71253, -0.15661, -0.67778,
13.76, 1.76, 22.31,-0.10054, 0.70811, -0.16059, -0.68021,
13.76, 1.76, 22.32,-0.10199, 0.68306, -0.15827, -0.70567,
13.76, 1.76, 22.32,-0.10150, 0.68345, -0.15458, -0.70619,
13.76, 1.76, 22.32,-0.10020, 0.68475, -0.15352, -0.70534,
13.76, 1.76, 22.32,-0.10275, 0.68566, -0.15574, -0.70360,
13.76, 1.76, 22.32,-0.10746, 0.68817, -0.15445, -0.70073,
13.75, 1.76, 22.32,-0.09886, 0.69841, -0.14595, -0.69365,
13.75, 1.76, 22.31,-0.10432, 0.73055, -0.15605, -0.65656,
13.76, 1.76, 22.31,-0.09905, 0.72323, -0.15129, -0.66652,
13.76, 1.76, 22.31,-0.10097, 0.71861, -0.15539, -0.67027,
13.76, 1.76, 22.31,-0.10489, 0.71969, -0.16032, -0.66734,
13.76, 1.76, 22.30,-0.09156, 0.72181, -0.15261, -0.66882,
13.76, 1.77, 22.24,-0.05117, 0.73644, -0.16863, -0.65315,
13.75, 1.75, 22.17,-0.09224, 0.72491, -0.17238, -0.66052,
13.71, 1.75, 22.15,-0.12491, 0.69457, -0.15765, -0.69074,
13.63, 1.75, 22.15,-0.12956, 0.70650, -0.14738, -0.67997,
13.51, 1.75, 22.17,-0.13954, 0.71181, -0.11759, -0.67826,
13.47, 1.76, 22.11,-0.12601, 0.68881, -0.11939, -0.70386,
13.47, 1.76, 21.96,-0.12811, 0.64355, -0.14538, -0.74047,
13.49, 1.75, 21.86,-0.13643, 0.58988, -0.18577, -0.77390,
13.52, 1.73, 21.83,-0.14226, 0.62536, -0.24224, -0.72801,
13.63, 1.73, 21.90,-0.12100, 0.71185, -0.22636, -0.65376,
13.79, 1.75, 22.09,-0.11470, 0.74039, -0.15988, -0.64273,
13.89, 1.78, 22.18,-0.05262, 0.74522, -0.08895, -0.65876,
13.91, 1.79, 22.23,-0.04512, 0.74623, -0.05553, -0.66184,
13.83, 1.74, 22.24,-0.16816, 0.73122, -0.15550, -0.64254,
13.65, 1.73, 22.17,-0.13882, 0.70977, -0.18502, -0.66538,
13.44, 1.75, 22.07,-0.11903, 0.69148, -0.18414, -0.68832,
13.30, 1.75, 22.03,-0.14952, 0.68182, -0.19834, -0.68806,
13.15, 1.73, 22.05,-0.16830, 0.69205, -0.20303, -0.67196,
13.02, 1.73, 22.09,-0.18006, 0.70025, -0.20334, -0.66021,
12.94, 1.74, 22.05,-0.19124, 0.68946, -0.22123, -0.66267,
12.93, 1.74, 22.02,-0.17976, 0.68664, -0.21117, -0.67203,
12.94, 1.74, 22.00,-0.15943, 0.70596, -0.21652, -0.65523,
12.98, 1.75, 21.98,-0.13912, 0.70321, -0.19663, -0.66894,
12.97, 1.73, 21.96,-0.17743, 0.59476, -0.24597, -0.74450,
13.09, 1.76, 21.96,-0.10422, 0.66465, -0.19784, -0.71291,
13.35, 1.74, 22.10,-0.08053, 0.71325, -0.14763, -0.68044,
13.56, 1.77, 22.20,-0.08659, 0.73841, -0.13252, -0.65551,
13.65, 1.78, 22.22,-0.07742, 0.72274, -0.10734, -0.67833,
13.65, 1.78, 22.16,-0.08891, 0.72929, -0.11178, -0.66913,
13.63, 1.78, 22.09,-0.07277, 0.70467, -0.13267, -0.69321,
13.63, 1.78, 22.09,-0.08015, 0.72672, -0.12335, -0.67100,
13.61, 1.77, 22.12,-0.11357, 0.70544, -0.12377, -0.68857,
13.58, 1.77, 22.12,-0.10668, 0.72677, -0.13366, -0.66525,
13.56, 1.77, 22.13,-0.11029, 0.71128, -0.13445, -0.68106,
13.54, 1.77, 22.15,-0.11220, 0.70543, -0.12414, -0.68875,
13.54, 1.77, 22.16,-0.12373, 0.71421, -0.11804, -0.67872,
13.54, 1.77, 22.17,-0.11383, 0.70835, -0.11030, -0.68784,
13.55, 1.78, 22.17,-0.09352, 0.70998, -0.09335, -0.69172,
13.56, 1.79, 22.17,-0.08636, 0.71298, -0.08524, -0.69061,
13.57, 1.79, 22.16,-0.08272, 0.71429, -0.08533, -0.68968,
13.57, 1.79, 22.15,-0.08551, 0.71435, -0.09182, -0.68845,
13.57, 1.78, 22.14,-0.08441, 0.71726, -0.09712, -0.68482,
13.57, 1.79, 22.18,-0.10286, 0.58512, -0.05910, -0.80222,
13.65, 1.78, 22.25,-0.14594, 0.05406, -0.05051, -0.98652,
13.75, 1.78, 22.28,-0.10738, 0.13385, -0.06798, -0.98282,
13.79, 1.79, 22.26,-0.04394, 0.49011, -0.11167, -0.86336,
13.72, 1.77, 22.16,-0.04597, 0.69198, -0.15526, -0.70352,
13.55, 1.73, 22.08,-0.11544, 0.67619, -0.19692, -0.70048,
13.50, 1.74, 22.04,-0.15473, 0.65829, -0.16209, -0.71863,
13.47, 1.74, 22.04,-0.15341, 0.63327, -0.17295, -0.73859,
13.44, 1.73, 22.02,-0.16130, 0.62682, -0.18829, -0.73866,
13.45, 1.73, 22.00,-0.15509, 0.62690, -0.18155, -0.74161,
13.46, 1.74, 22.00,-0.14515, 0.63626, -0.15127, -0.74245,
13.47, 1.73, 21.99,-0.14949, 0.63281, -0.15170, -0.74444,
13.47, 1.73, 21.99,-0.15620, 0.66106, -0.14680, -0.71906,
13.46, 1.73, 21.98,-0.11502, 0.70808, -0.16344, -0.67726,
13.44, 1.72, 21.98,-0.12987, 0.72442, -0.18682, -0.65072,
13.49, 1.75, 22.09,-0.11687, 0.47767, -0.12870, -0.86117,
13.75, 1.78, 22.24,-0.10024, -0.15317, 0.00102, -0.98310,
13.99, 1.77, 22.32,-0.13123, -0.37446, 0.06168, -0.91584,
14.13, 1.74, 22.44,-0.24076, -0.37278, 0.05500, -0.89445,
14.27, 1.70, 22.69,-0.27426, -0.35341, 0.05954, -0.89238,
14.45, 1.73, 22.92,-0.26659, -0.37924, 0.10633, -0.87966,
14.70, 1.70, 23.11,-0.23619, -0.49437, 0.12137, -0.82770,
14.93, 1.74, 23.27,-0.20327, -0.64242, 0.14004, -0.72551,
15.13, 1.73, 23.37,-0.17396, -0.82103, 0.18405, -0.51163,
15.27, 1.73, 23.32,0.12829, 0.91138, -0.22038, 0.32304,
15.41, 1.72, 23.11,0.07956, 0.94896, -0.22398, 0.20733,
15.52, 1.75, 22.91,0.04598, 0.96259, -0.17559, 0.20119,
15.65, 1.74, 22.63,0.05583, 0.96761, -0.19046, 0.15602,
15.71, 1.76, 22.37,0.04413, 0.95811, -0.18512, 0.21403,
15.73, 1.74, 22.07,0.10222, 0.91103, -0.18828, 0.35232,
15.84, 1.74, 21.86,-0.15775, -0.76625, 0.19127, -0.59279,
16.02, 1.72, 21.70,-0.21696, -0.68696, 0.15617, -0.67574,
16.19, 1.73, 21.64,-0.24183, -0.48690, 0.09763, -0.83362,
16.35, 1.73, 21.61,-0.25301, -0.23962, 0.05104, -0.93593,
16.47, 1.73, 21.69,-0.24732, -0.02003, -0.02453, -0.96842,
16.54, 1.73, 21.92,-0.20120, 0.02230, -0.07034, -0.97677,
16.60, 1.74, 22.15,-0.19147, 0.04058, -0.05681, -0.97901,
16.66, 1.74, 22.46,-0.13956, 0.05580, -0.06103, -0.98676,
16.63, 1.76, 22.75,-0.13167, 0.17136, -0.07544, -0.97345,
16.53, 1.75, 23.08,-0.10932, 0.23246, -0.09101, -0.96215,
16.47, 1.76, 23.37,-0.09820, 0.33051, -0.07317, -0.93582,
16.41, 1.75, 23.67,-0.12927, 0.41908, -0.08952, -0.89423,
16.23, 1.73, 23.91,-0.15418, 0.47264, -0.12109, -0.85917,
15.96, 1.71, 24.12,-0.22214, 0.48175, -0.18018, -0.82832,
15.77, 1.69, 24.32,-0.29148, 0.46320, -0.19458, -0.81402,
15.58, 1.68, 24.55,-0.30867, 0.47595, -0.21322, -0.79544,
15.44, 1.67, 24.66,-0.35764, 0.48696, -0.24208, -0.75918,
15.35, 1.67, 24.68,-0.35376, 0.48858, -0.25902, -0.75435,
15.26, 1.68, 24.64,-0.31589, 0.53387, -0.27243, -0.73552,
15.18, 1.72, 24.54,-0.15235, 0.74739, -0.21273, -0.61069,
15.04, 1.73, 24.53,-0.07537, 0.82005, -0.16094, -0.54400,
14.82, 1.77, 24.58,-0.02630, 0.86069, -0.11275, -0.49579,
14.63, 1.78, 24.52,-0.00572, 0.90393, -0.08928, -0.41822,
14.41, 1.78, 24.34,0.03985, 0.88978, -0.03548, -0.45327,
14.23, 1.81, 24.17,0.05294, 0.89408, 0.00652, -0.44472,
13.95, 1.78, 24.00,-0.00197, 0.89394, -0.08184, -0.44064,
13.73, 1.75, 23.80,-0.05152, 0.87673, -0.18168, -0.44236,
13.51, 1.74, 23.59,-0.08664, 0.78555, -0.18722, -0.58340,
13.32, 1.75, 23.51,-0.13088, 0.72718, -0.15574, -0.65562,
13.12, 1.73, 23.49,-0.17342, 0.66623, -0.14755, -0.71013,
13.14, 1.76, 23.45,-0.13982, 0.63302, -0.11384, -0.75285,
13.30, 1.78, 23.55,-0.12775, 0.12425, -0.03889, -0.98322,
13.58, 1.78, 23.62,-0.12104, -0.25152, 0.05130, -0.95888,
13.86, 1.77, 23.78,-0.12876, -0.32472, 0.06204, -0.93495,
14.02, 1.77, 23.99,-0.10054, -0.32950, 0.00673, -0.93876,
14.17, 1.79, 24.26,-0.10618, -0.31001, -0.02647, -0.94442,
14.35, 1.76, 24.49,-0.09302, -0.08792, -0.00417, -0.99177,
14.53, 1.79, 24.71,-0.10025, 0.13916, -0.02172, -0.98494,
14.54, 1.76, 25.00,-0.07676, 0.25891, -0.05710, -0.96115,
14.43, 1.77, 25.29,-0.09986, 0.33210, -0.07907, -0.93461,
14.35, 1.76, 25.57,-0.06488, 0.34146, -0.04933, -0.93636,
14.22, 1.79, 25.85,-0.06688, 0.33609, -0.03552, -0.93878,
13.95, 1.75, 26.06,-0.06346, 0.31004, -0.07612, -0.94554,
13.72, 1.78, 26.28,-0.08295, 0.17949, -0.06982, -0.97777,
13.61, 1.76, 26.51,-0.08343, 0.11521, -0.04477, -0.98882,
13.51, 1.78, 26.75,-0.09923, 0.02962, -0.02402, -0.99433,
13.38, 1.76, 27.01,-0.13451, -0.03895, -0.04799, -0.98898,
13.36, 1.76, 27.25,-0.15054, -0.08863, 0.00948, -0.98458,
13.42, 1.74, 27.53,-0.13043, -0.12966, 0.00615, -0.98292,
13.44, 1.77, 27.80,-0.11186, -0.18538, 0.00694, -0.97626,
13.44, 1.77, 28.09,-0.13100, -0.37496, -0.00507, -0.91772,
13.55, 1.76, 28.24,-0.12270, -0.58097, 0.06992, -0.80158,
13.74, 1.73, 28.33,-0.10199, -0.66204, 0.13109, -0.73083,
13.90, 1.74, 28.34,0.09676, 0.85625, -0.15340, 0.48367,
14.08, 1.74, 28.35,0.09176, 0.94185, -0.15534, 0.28351,
14.19, 1.74, 28.27,0.05272, 0.97360, -0.17427, 0.13766,
14.24, 1.73, 28.04,0.02403, 0.97800, -0.15322, 0.13951,
14.27, 1.76, 27.80,0.02181, 0.97955, -0.15782, 0.12286,
14.39, 1.72, 27.51,0.06400, 0.97653, -0.13942, 0.15116,
14.51, 1.77, 27.25,0.08419, 0.96349, -0.12761, 0.21982,
14.66, 1.76, 26.89,-0.10754, -0.78735, 0.07928, -0.60186,
14.87, 1.76, 26.75,-0.10646, -0.55721, 0.06366, -0.82105,
15.11, 1.76, 26.75,-0.12082, -0.50584, 0.02246, -0.85383,
15.36, 1.76, 26.78,-0.09640, -0.52568, 0.02884, -0.84471,
